#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2017-01-03T19:18:19 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ586bf8d15886	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/432/1203&tab:{J/MNRAS/432/1203/table2}&key:source=J/MNRAS/432/1203/table2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/432/1203/table2
#-order=I
#-out=KIC
#-out=Teff
#-out=logg
#-out=f_logg
#-out=Mass
#-out=Per
#-out=e_Per
#-out=Amp
#-out=Flag
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_74321203
#Name: J/MNRAS/432/1203
#Title: Rotation periods of M-dwarf stars (McQuillan+, 2013)
#Table	J_MNRAS_432_1203_table2:
#Name: J/MNRAS/432/1203/table2
#Title: M-dwarfs with detected rotation periods
#Column	KIC	(I8)	KIC identification number (V/133)	[ucd=meta.id]
#Column	Teff	(I4)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	? Surface gravity	[ucd=phys.gravity]
#Column	f_logg	(A1)	[i] i for -{infinity}	[ucd=meta.code]
#Column	Mass	(F7.4)	Star mass	[ucd=phys.mass]
#Column	Per	(F6.3)	Rotation period	[ucd=time.period]
#Column	e_Per	(F6.3)	rms uncertainty on Per	[ucd=stat.error]
#Column	Amp	(F6.2)	[0.7/160] Amplitude of variability	[ucd=src.var]
#Column	Flag	(A2)	Flag on binarity or periodicity (1)	[ucd=meta.code.error]
#Column	_RA	(F10.6)	Positions from KIC (Cat. V/133) catalog (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F10.6)	Positions from KIC (Cat. V/133) catalog (declination part)	[ucd=pos.eq.dec;meta.main]
#KIC	Teff	logg	f_logg	Mass	Per	e_Per	Amp	Flag	_RA	_DE
# 	K	[cm/s2]	 	Msun	d	d	mmag	 	deg	deg
#————	----	-----	-	-------	------	------	------	--	----------	----------
10861090	3677	 4.49	 	 0.4188	20.393	 0.049	 10.10	  	291.728450	+48.219669
10863494	3906	 4.50	 	 0.5064	14.069	 0.020	  5.10	  	292.788150	+48.215542
10864355	3984	 4.42	 	 0.5371	28.607	 0.015	  7.90	  	293.148070	+48.260029
10872868	3674	 4.40	 	 0.4177	 1.655	 0.000	  3.70	PB	296.247130	+48.211552
10880655	3709	 4.58	 	 0.4308	37.659	13.538	 13.80	  	298.709440	+48.224659
10904621	3823	 4.68	 	 0.4742	18.227	 0.115	  9.00	  	282.790860	+48.349709
10909109	3812	 4.50	 	 0.4700	15.509	 0.161	  3.70	  	285.889130	+48.318600
10909144	3919	 4.55	 	 0.5115	30.017	 7.614	  6.30	  	285.911320	+48.322140
10909367	3910	 4.30	 	 0.5080	 2.983	 0.000	 48.70	PB	286.032560	+48.324810
10914307	3828	 4.45	 	 0.4761	39.314	17.182	 16.20	  	288.935640	+48.311951
10917536	3735	 4.42	 	 0.4406	44.934	11.428	  7.70	  	290.525510	+48.369251
10919037	3997	 4.68	 	 0.5422	17.696	 0.115	  3.60	  	291.309570	+48.360401
10920281	3846	 4.51	 	 0.4831	 2.411	 0.000	 15.60	PB	291.944150	+48.351791
10922569	3897	 4.34	 	 0.5029	19.984	 0.012	  4.10	  	293.030460	+48.387810
10934587	3832	 4.60	 	 0.4777	39.049	22.944	  6.20	  	297.638950	+48.332050
10938188	3657	 4.33	 	 0.4114	19.678	 9.530	  4.00	  	298.937070	+48.334278
10960118	3933	 4.47	 	 0.5170	18.962	 0.062	  7.50	  	282.595490	+48.411739
10960296	3838	 4.36	 	 0.4800	19.473	 0.124	  4.34	  	282.751430	+48.420158
10960823	3722	 4.30	 	 0.4357	12.219	 0.011	 25.90	  	283.176570	+48.476898
10961247	3249	 4.63	 	 0.2694	26.135	 0.121	  3.30	  	283.482210	+48.481911
10963429	3719	 4.36	 	 0.4346	20.577	 0.303	  6.10	  	285.055020	+48.404518
10966172	3687	 4.46	 	 0.4226	26.196	12.497	 11.30	  	286.756010	+48.412930
10966394	3936	 4.55	 	 0.5182	34.615	 8.935	  5.60	  	286.911100	+48.403931
10973447	3615	 4.39	 	 0.3959	45.853	20.333	  8.10	  	290.728420	+48.406410
10975238	3893	 4.39	 	 0.5013	 1.941	 0.000	 73.90	PB	291.638920	+48.425919
10979716	3932	 4.61	 	 0.5166	13.210	 0.061	 13.40	EB	293.790770	+48.401421
10990886	3727	 4.38	 	 0.4376	35.503	 0.437	 11.80	PL	298.105710	+48.401150
11013096	3730	 4.66	 	 0.4387	17.471	 0.034	  8.80	  	281.936190	+48.508240
11015032	3957	 4.76	 	 0.5264	26.727	 0.227	  6.20	  	283.286100	+48.535332
11017875	3850	 4.56	 	 0.4846	 3.106	 0.010	  3.00	PB	285.255400	+48.532040
11018537	3956	 4.59	 	 0.5260	25.920	 0.192	  9.80	  	285.649290	+48.518360
11026645	3956	 4.67	 	 0.5260	14.712	 0.086	  7.90	  	290.286770	+48.511379
11027361	3903	 4.56	 	 0.5052	34.288	12.141	  6.60	  	290.695860	+48.564419
11028123	3723	 4.58	 	 0.4361	33.511	 0.621	  5.10	  	291.115660	+48.589470
11029233	3885	 4.58	 	 0.4982	15.979	 0.086	  4.10	  	291.630040	+48.517921
11031515	3901	 4.58	 	 0.5045	24.010	 0.129	  3.00	  	292.757810	+48.524681
11031746	3733	 4.41	 	 0.4399	 1.206	 0.000	 46.60	PB	292.858340	+48.518860
11036239	3936	 4.53	 	 0.5182	33.572	 0.971	  4.10	  	294.831020	+48.596272
11036956	3800	 4.51	 	 0.4654	34.288	 0.586	  4.00	  	295.128140	+48.516010
11043244	3859	 4.51	 	 0.4881	26.319	 0.273	  4.30	  	297.414640	+48.529919
11046072	3997	 4.55	 	 0.5422	27.115	 0.091	 16.70	  	298.484250	+48.546249
11046698	3916	 4.47	 	 0.5103	21.271	 0.037	  9.20	  	298.703860	+48.564232
11071041	3745	 4.53	 	 0.4444	18.574	 0.136	 13.70	  	284.308560	+48.657761
11073120	3686	 4.58	 	 0.4222	20.270	 0.015	 20.50	  	285.659580	+48.634159
11075611	3573	 4.23	 	 0.3805	48.397	23.868	  7.30	  	287.239070	+48.639259
11081359	3829	 4.58	 	 0.4765	17.440	 0.069	  3.00	  	290.377140	+48.659481
11081377	3905	 4.55	 	 0.5060	 9.788	 0.010	 43.80	  	290.388460	+48.614399
11083500	3915	 4.45	 	 0.5099	14.702	 0.318	  4.70	  	291.541530	+48.619091
11086755	3802	 4.43	 	 0.4661	40.959	14.393	  3.40	  	293.185670	+48.675900
11091336	3830	 4.40	 	 0.4769	 1.185	 0.000	 61.60	PB	295.212550	+48.667889
11092783	3967	 4.40	 	 0.5304	 2.902	 0.000	 34.60	PB	295.830510	+48.602261
11093009	3966	 4.45	 	 0.5300	30.834	 0.184	  9.50	  	295.914000	+48.612621
11124203	3725	 4.52	 	 0.4368	 0.960	 0.000	 25.70	PB	284.196410	+48.767979
11124905	3922	 4.47	 	 0.5127	37.956	13.833	  9.10	  	284.680510	+48.724548
11127082	3748	 4.54	 	 0.4455	24.888	 0.814	  4.20	  	286.084200	+48.752670
11137924	3691	 4.53	 	 0.4241	49.603	21.277	 14.60	  	292.043400	+48.760529
11145819	3510	 4.01	 	 0.3579	 4.271	 0.010	 18.10	PB	295.637080	+48.702412
11147271	3521	 4.08	 	 0.3618	 1.880	 0.000	 27.80	PB	296.140840	+48.730492
11180776	3884	 4.51	 	 0.4978	14.426	 0.086	  5.50	  	286.235930	+48.829948
11187207	3616	 4.59	 	 0.3962	42.482	17.853	  8.00	  	290.036900	+48.837158
11187837	3897	 4.60	 	 0.5029	39.907	10.153	  6.30	PL	290.401490	+48.822590
11189348	3882	 4.70	 	 0.4971	34.257	 0.464	  6.80	  	291.272340	+48.840832
11192235	3931	 4.55	 	 0.5162	33.358	 0.805	  5.10	PL	292.769930	+48.899620
11196403	3997	 4.29	 	 0.5422	 3.617	 0.010	 40.20	PB	294.699190	+48.858559
11198419	3942	 4.52	 	 0.5205	11.371	 0.040	 26.80	  	295.576290	+48.897861
11198525	3961	 4.60	 	 0.5280	21.312	 0.136	  3.66	  	295.617000	+48.865452
11233004	3888	 4.49	 	 0.4994	22.947	 0.318	  3.00	  	285.611540	+48.969669
11235958	3964	 4.26	 	 0.5292	34.002	 7.244	  2.87	  	287.457340	+48.996479
11237304	3823	 4.58	 	 0.4742	16.490	 0.012	 11.40	  	288.261260	+48.998829
11241109	3573	 4.20	 	 0.3805	55.447	21.866	 19.10	  	290.192110	+48.948921
11241179	3917	 4.66	 	 0.5107	27.647	 0.167	  9.80	  	290.233220	+48.939362
11243547	3864	 4.41	 	 0.4901	23.141	 0.366	  2.20	  	291.542140	+48.991192
11243831	3978	 4.45	 	 0.5347	14.487	 0.010	  7.50	  	291.674770	+48.910381
11244150	3910	 4.38	 	 0.5080	 9.134	 0.010	 43.70	  	291.852020	+48.953129
11250167	3951	 4.47	 	 0.5241	25.501	 0.454	  4.60	  	294.649230	+48.990879
11251458	3964	 4.50	 	 0.5292	14.569	 0.010	  9.70	  	295.227570	+48.931320
11251525	3840	 4.41	 	 0.4808	20.352	 0.124	  6.90	  	295.255000	+48.942879
11254493	3910	 4.67	 	 0.5080	18.523	 0.023	 10.60	  	296.359470	+48.951591
11285727	3839	 4.64	 	 0.4804	39.519	11.936	 10.20	  	285.284790	+49.001041
11289422	3876	 4.52	 	 0.4947	16.470	 0.025	  4.50	  	287.675630	+49.005791
11305240	3910	 4.54	 	 0.5080	19.269	 0.025	  9.30	  	295.670320	+49.070339
11305274	3818	 4.47	 	 0.4723	36.638	 0.061	  4.80	  	295.682400	+49.079922
11337141	3819	 4.46	 	 0.4727	26.043	 0.157	  4.50	PL	284.132870	+49.142609
11340510	3932	 4.46	 	 0.5166	14.753	 0.037	 15.30	  	286.296360	+49.142719
11347963	3805	 4.51	 	 0.4673	40.030	12.945	  8.60	  	290.511960	+49.104729
11349556	3842	 4.29	 	 0.4815	14.365	 0.051	 10.10	  	291.405610	+49.115452
11356900	3991	 4.60	 	 0.5398	31.642	 0.831	 13.00	  	294.961850	+49.109291
11359869	3955	 4.50	 	 0.5256	14.161	 0.037	  4.90	  	296.198120	+49.158741
11389563	3742	 4.52	 	 0.4433	18.268	 0.183	  6.00	  	283.825200	+49.295078
11390683	3865	 4.49	 	 0.4904	19.627	 0.217	  4.30	  	284.643590	+49.231789
11391702	3964	 4.50	 	 0.5292	17.338	 0.163	  3.17	  	285.322810	+49.258511
11395206	3678	 4.21	 	 0.4192	 0.613	 0.000	 22.40	PB	287.603520	+49.204521
11403688	3818	 4.59	 	 0.4723	18.104	 0.304	  7.10	  	292.272130	+49.277168
11405197	3842	 4.40	 	 0.4815	33.205	 0.490	  5.05	  	293.036830	+49.265469
11411768	3723	 4.84	 	 0.4361	39.192	17.089	  8.30	  	295.971370	+49.211899
11413094	3972	 4.48	 	 0.5323	34.788	 0.420	 11.20	  	296.493010	+49.279572
11415766	3862	 4.45	 	 0.4893	19.637	 0.012	 16.10	  	297.484860	+49.259338
11442047	3934	 4.48	 	 0.5174	29.098	11.483	  7.10	  	283.893590	+49.368599
11446073	3976	 4.44	 	 0.5339	 1.042	 0.000	 68.60	PB	286.536620	+49.366280
11446732	3693	 4.34	 	 0.4248	45.128	21.211	 12.80	  	287.013490	+49.337631
11448151	3926	 4.53	 	 0.5142	20.045	 0.091	  5.50	  	287.940280	+49.391121
11457072	3943	 4.64	 	 0.5209	23.611	 0.041	  5.90	  	292.863980	+49.300079
11462884	3849	 4.47	 	 0.4842	17.185	 0.023	 13.40	  	295.535640	+49.314301
11467290	3936	 4.38	 	 0.5182	42.257	10.687	 15.10	  	297.274570	+49.312141
11468094	3736	 4.38	 	 0.4410	25.072	 0.652	 10.60	  	297.569180	+49.323929
11495260	3957	 4.55	 	 0.5264	14.089	 0.017	 10.70	  	284.846250	+49.490669
11495571	3523	 4.07	 	 0.3625	13.527	 0.011	 26.10	  	285.077970	+49.486271
11497958	3712	 4.41	 	 0.4319	36.535	17.566	  9.70	PL	286.540010	+49.437328
11498173	4000	 4.56	 	 0.5434	14.487	 0.189	  5.00	  	286.698940	+49.404900
11502075	3980	 4.57	 	 0.5355	12.015	 0.051	  6.90	  	289.032320	+49.479610
11509020	3583	 4.56	 	 0.3842	22.375	 0.020	 14.10	  	292.736420	+49.404671
11512270	3715	 4.54	 	 0.4331	11.790	 0.010	  9.70	  	294.235870	+49.408852
11514174	3931	 4.53	 	 0.5162	17.931	 0.132	  4.60	  	295.093540	+49.435410
11514607	3969	 4.62	 	 0.5311	37.843	 9.615	  4.60	  	295.273440	+49.487839
11515276	3826	 4.53	 	 0.4754	 5.926	 0.000	 49.80	PB	295.567320	+49.468609
11521274	3668	 4.20	 	 0.4155	37.230	 9.212	  6.20	  	297.861110	+49.414661
11546211	3682	 4.38	 	 0.4207	 2.186	 0.000	 29.60	EB	283.796540	+49.503990
11547920	3965	 4.55	 	 0.5296	22.354	 0.121	  4.40	  	285.041560	+49.509762
11548140	3639	 4.17	 	 0.4047	 1.369	 0.000	 60.80	EB	285.185120	+49.565369
11551186	3938	 4.58	 	 0.5189	31.427	 9.222	  8.80	  	287.260190	+49.522812
11551482	3973	 4.54	 	 0.5327	14.191	 0.052	  3.80	  	287.463130	+49.553459
11553806	3707	 4.39	 	 0.4301	23.918	 0.217	  5.90	  	288.856480	+49.509369
11559304	3640	 4.66	 	 0.4051	19.780	 0.049	  7.20	  	291.976350	+49.575771
11560326	3900	 4.59	 	 0.5041	14.968	 0.111	 10.70	  	292.508880	+49.513512
11564319	3869	 4.61	 	 0.4920	24.725	 0.333	  6.30	  	294.442990	+49.530510
11568704	3874	 4.56	 	 0.4939	33.327	 0.359	 11.70	  	296.299500	+49.576820
11601794	3816	 4.52	 	 0.4715	19.054	 0.081	 13.50	  	286.603580	+49.653252
11602234	3981	 4.45	 	 0.5359	43.013	18.168	  2.60	  	286.926150	+49.621861
11605209	3810	 4.56	 	 0.4692	21.374	 0.025	  8.90	  	288.787810	+49.639809
11611474	3959	 4.73	 	 0.5272	18.288	 0.166	  4.80	  	292.259950	+49.676102
11612409	3723	 4.35	 	 0.4361	27.279	 0.212	  7.40	  	292.755620	+49.678951
11618198	3812	 4.62	 	 0.4700	21.190	 0.260	  6.70	  	295.437470	+49.642872
11653259	3708	 4.61	 	 0.4304	30.855	10.228	  8.50	  	286.733950	+49.708931
11656160	4000	 4.28	 	 0.5434	34.850	 0.149	  4.00	  	288.601810	+49.770142
11656398	3916	 4.30	 	 0.5103	33.123	 0.157	  8.30	  	288.752350	+49.711899
11657761	3731	 4.42	 	 0.4391	46.936	12.340	  9.80	  	289.520450	+49.785648
11662769	3974	 4.56	 	 0.5331	18.911	 0.029	  5.40	  	292.409940	+49.734798
11663055	3953	 4.49	 	 0.5248	19.555	 0.037	  4.10	  	292.543980	+49.770191
11668095	3919	 4.52	 	 0.5115	26.298	 0.121	  7.70	  	295.021030	+49.715328
11672056	3653	 4.16	 	 0.4099	36.351	 0.035	 14.90	  	296.704160	+49.738941
11672332	3972	 4.56	 	 0.5323	22.569	 0.027	  5.50	  	296.810090	+49.782600
11674867	3575	 4.20	 	 0.3813	41.685	19.785	 19.10	HM	297.812770	+49.751160
11702167	3689	 4.38	 	 0.4233	18.513	 0.169	 24.80	  	285.635590	+49.822739
11702828	3926	 4.56	 	 0.5142	38.364	12.355	  8.80	  	286.067110	+49.829239
11707911	3976	 4.44	 	 0.5339	31.407	 0.376	  5.20	  	289.193450	+49.802410
11708334	3913	 4.48	 	 0.5091	40.683	15.996	  8.60	  	289.405400	+49.887520
11710354	3821	 4.44	 	 0.4734	37.353	15.476	  9.90	  	290.460140	+49.833031
11713989	3846	 4.56	 	 0.4831	16.950	 0.269	  4.30	  	292.530210	+49.896820
11752232	3909	 4.43	 	 0.5076	28.045	 0.026	  9.30	  	285.120640	+49.958340
11763820	3580	 4.17	 	 0.3831	48.581	13.491	  2.70	  	292.236210	+49.912022
11764055	3836	 4.62	 	 0.4792	20.107	 0.136	  4.40	  	292.375310	+49.938278
11766827	3934	 4.80	 	 0.5174	46.384	15.197	  4.75	  	293.788150	+49.998138
11767303	3737	 4.70	 	 0.4414	28.280	 0.258	  7.40	  	294.010500	+49.959221
11769300	3673	 4.58	 	 0.4173	35.003	 0.175	  9.20	  	294.897130	+49.996361
11769500	3676	 4.22	 	 0.4184	22.804	 0.142	  9.90	  	294.997440	+49.973980
11770410	3931	 4.58	 	 0.5162	19.310	 0.025	 14.20	  	295.408540	+49.956200
11770517	3819	 4.50	 	 0.4727	39.069	16.067	 16.10	  	295.455440	+49.953011
11774350	3776	 4.76	 	 0.4562	28.178	 0.030	 12.10	  	297.034820	+49.948181
11774947	3810	 4.46	 	 0.4692	33.378	 0.079	  9.00	  	297.272980	+49.994610
11775907	3905	 4.69	 	 0.5060	17.604	 0.057	  9.60	  	297.659730	+49.991741
11802265	3784	 4.36	 	 0.4592	17.348	 0.163	  9.20	  	284.777530	+50.000061
11802278	3838	 4.41	 	 0.4800	27.258	 0.017	 12.80	  	284.784640	+50.028999
11808734	3809	 4.42	 	 0.4688	 6.610	 0.005	 19.40	PB	288.868560	+50.027069
11811567	3925	 4.47	 	 0.5138	28.015	 0.091	 13.80	  	290.466830	+50.011330
11815179	3527	 4.11	 	 0.3640	47.988	21.673	 10.30	  	292.525630	+50.012161
11819057	3968	 4.39	 	 0.5307	14.712	 0.051	  6.40	  	294.428380	+50.088692
11852982	3804	 4.56	 	 0.4669	16.224	 0.049	  9.60	PL	284.998600	+50.146790
11853130	3808	 4.51	 	 0.4684	20.209	 0.136	 10.10	  	285.095860	+50.100960
11858066	3903	 4.56	 	 0.5052	21.108	 0.136	  4.90	  	288.374450	+50.198818
11858962	3911	 4.62	 	 0.5084	21.435	 0.041	  7.00	  	288.898800	+50.177471
11859256	3930	 4.67	 	 0.5158	17.491	 0.034	  3.50	  	289.073700	+50.139912
11860280	3907	 4.47	 	 0.5068	14.855	 0.025	  7.00	  	289.645600	+50.197571
11862402	3833	 4.44	 	 0.4781	30.814	 0.551	 10.80	  	290.919010	+50.141911
11868600	3921	 4.56	 	 0.5123	35.166	 0.192	  5.10	  	294.211180	+50.127491
11870769	3688	 4.58	 	 0.4229	 5.905	 0.000	 24.10	PB	295.186040	+50.133030
11870826	3933	 4.62	 	 0.5170	24.725	 0.088	  6.30	  	295.215090	+50.138821
11905939	3831	 4.51	 	 0.4773	27.974	 0.464	  4.34	  	286.868040	+50.238930
11923270	3833	 4.40	 	 0.4781	36.474	 0.122	 17.60	PL	296.221950	+50.287220
11955005	3978	 4.56	 	 0.5347	16.592	 0.062	  8.10	  	286.539120	+50.377468
11955208	3757	 4.32	 	 0.4490	 1.226	 0.020	 40.40	PB	286.681270	+50.335770
11960496	3894	 4.37	 	 0.5017	28.198	 0.030	  9.30	  	289.904720	+50.301781
11961075	3606	 4.15	 	 0.3926	 4.444	 0.005	 27.00	PB	290.212010	+50.305389
11961565	3694	 4.53	 	 0.4252	19.085	 0.025	 17.10	  	290.539760	+50.377541
11974938	3585	 4.04	 	 0.3849	42.155	21.105	  5.90	  	297.175870	+50.330399
12005016	3625	 4.67	 	 0.3995	23.264	 0.166	  5.80	  	286.664830	+50.480011
12007544	3873	 4.59	 	 0.4936	 2.759	 0.000	 39.80	PB	288.321900	+50.489529
12007684	3661	 4.39	 	 0.4129	34.574	 0.472	  6.00	  	288.399480	+50.460129
12011367	4000	 4.57	 	 0.5434	15.713	 0.043	  8.70	  	290.534090	+50.435211
12017704	3963	 4.56	 	 0.5288	14.171	 0.121	  6.80	  	294.147190	+50.406929
12055458	3920	 4.52	 	 0.5119	15.407	 0.032	  5.50	  	287.822360	+50.565411
12060710	3730	 4.44	 	 0.4387	16.980	 0.407	 14.10	  	290.878230	+50.593071
12066569	3978	 4.64	 	 0.5347	17.961	 0.109	  7.50	  	294.083070	+50.502769
12102169	3912	 4.53	 	 0.5088	33.409	 9.506	  6.10	  	285.997960	+50.658970
12109472	3880	 4.78	 	 0.4963	35.105	 0.315	  8.40	  	290.675230	+50.639610
12111335	3986	 4.47	 	 0.5378	29.261	 0.045	  9.10	  	291.850710	+50.643970
12119180	3812	 4.72	 	 0.4700	23.305	 0.142	  6.20	  	295.818390	+50.608120
12122143	3816	 4.43	 	 0.4715	36.770	 0.551	  8.30	  	297.083770	+50.645630
12157004	3806	 4.60	 	 0.4677	33.746	 0.744	  3.07	  	290.076900	+50.767330
12158722	3910	 4.55	 	 0.5080	10.176	 0.080	 11.50	  	291.135960	+50.769970
12159633	3507	 4.03	 	 0.3568	50.808	24.074	  9.20	  	291.680150	+50.707481
12200438	3962	 4.52	 	 0.5284	19.330	 0.464	  3.50	  	286.360260	+50.842331
12201892	3794	 4.68	 	 0.4631	17.113	 0.017	 44.10	  	287.445830	+50.815392
12201933	3828	 4.66	 	 0.4761	17.828	 0.080	  4.60	  	287.480010	+50.816029
12203198	3872	 4.56	 	 0.4932	25.001	 0.095	  4.30	  	288.277070	+50.850880
12207432	3863	 4.46	 	 0.4897	 1.696	 0.000	 56.50	PB	290.770360	+50.801170
12214368	3989	 4.52	 	 0.5390	29.098	 0.121	  5.80	  	294.661290	+50.878078
12214389	3913	 4.68	 	 0.5091	24.040	 0.136	  5.30	  	294.671330	+50.810020
12215430	3925	 4.49	 	 0.5138	25.256	 0.167	  7.90	  	295.176640	+50.874660
12252762	3687	 4.45	 	 0.4226	31.049	 0.411	  5.70	  	288.216770	+50.983479
12254051	3895	 4.63	 	 0.5021	16.265	 0.021	  8.10	  	288.980010	+50.923870
12254596	3883	 4.53	 	 0.4974	18.584	 0.023	  5.90	  	289.310060	+50.945190
12254821	3998	 4.55	 	 0.5426	28.321	 0.364	  2.40	  	289.443970	+50.929089
12257338	3819	 4.37	 	 0.4727	28.239	 0.409	  7.70	  	290.887080	+50.975960
12258055	3952	 4.35	 	 0.5244	 2.759	 0.000	 34.70	PB	291.330440	+50.957710
12258225	3974	 4.41	 	 0.5331	 0.940	 0.000	 17.60	PB	291.424740	+50.944950
12264593	3580	 4.36	 	 0.3831	44.218	16.631	  8.70	  	294.849300	+50.981049
12304013	3739	 4.41	 	 0.4421	19.024	 0.049	 16.60	  	289.417790	+51.004700
12306931	3859	 4.61	 	 0.4881	20.107	 0.099	 13.10	  	291.180420	+51.098148
12314646	3716	 4.46	 	 0.4334	 2.718	 0.000	 47.30	PB	295.343080	+51.074261
12315227	3882	 4.47	 	 0.4971	33.205	 0.070	  5.70	  	295.600740	+51.041531
12316635	3662	 4.43	 	 0.4132	45.158	23.096	  5.10	  	296.200260	+51.092300
12350839	3668	 4.53	 	 0.4155	40.908	18.330	 12.88	  	287.871310	+51.185081
12353946	3902	 4.53	 	 0.5048	14.937	 0.056	  9.30	  	289.696320	+51.186131
12356051	3686	 4.31	 	 0.4222	15.734	 0.000	 27.30	  	290.839570	+51.118141
12356489	3817	 4.45	 	 0.4719	11.739	 0.091	 16.50	  	291.114650	+51.110130
12356588	3924	 4.58	 	 0.5135	14.957	 0.025	 17.90	  	291.186070	+51.191090
12365719	3735	 4.47	 	 0.4406	 0.858	 0.000	 32.60	PB	295.662540	+51.143219
12400394	3931	 4.50	 	 0.5162	34.308	 0.289	  7.10	  	287.177060	+51.211418
12402078	3857	 4.54	 	 0.4873	17.215	 0.011	 13.10	  	288.263000	+51.263371
12403318	3540	 4.14	 	 0.3686	36.260	 0.341	 11.00	  	288.984070	+51.213772
12405814	3960	 4.68	 	 0.5276	22.916	 0.095	  8.50	  	290.350830	+51.268639
12454007	3826	 4.52	 	 0.4754	23.315	 0.034	 11.60	  	287.784210	+51.330448
12456401	3812	 4.45	 	 0.4700	28.117	 0.530	  5.18	  	289.193910	+51.352699
12456781	3995	 4.27	 	 0.5414	10.973	 6.202	  5.80	  	289.409480	+51.309319
12458323	3968	 4.47	 	 0.5307	34.237	 0.245	  4.40	  	290.270290	+51.335522
12459760	3907	 4.55	 	 0.5068	33.521	 0.175	 13.00	  	291.067230	+51.335709
12470124	3864	 4.56	 	 0.4901	28.914	 0.273	  5.40	HM	296.049160	+51.327541
12505044	3932	 4.53	 	 0.5166	36.372	 0.096	 12.10	  	288.279360	+51.400589
12505054	3711	 4.50	 	 0.4316	28.096	 0.273	  6.60	  	288.287140	+51.461700
12507882	3931	 4.53	 	 0.5162	25.154	 0.258	  4.40	  	289.920960	+51.435921
12555642	   0	     	i	 0.0000	39.110	14.248	  6.50	  	289.838710	+51.512127
12556374	3975	 4.73	 	 0.5335	13.742	 0.025	  5.50	  	290.234500	+51.566669
12599416	3724	 4.56	 	 0.4365	16.265	 0.086	 16.60	  	288.718840	+51.686771
12599700	3887	 4.33	 	 0.4990	 1.022	 0.000	 62.90	EB	288.885040	+51.604279
12643996	3614	 4.65	 	 0.3955	44.361	13.587	  8.40	  	288.590120	+51.729870
12646841	3511	 4.04	 	 0.3583	 3.300	 0.030	  9.79	  	290.304410	+51.717361
12688834	3827	 4.60	 	 0.4758	19.289	 0.087	  7.70	  	288.753970	+51.803871
12689979	3875	 4.66	 	 0.4943	29.772	 0.516	  6.20	  	289.435060	+51.861431
12691684	3662	 4.23	 	 0.4132	38.824	10.378	 11.20	  	290.470980	+51.880268
12784183	3774	 4.62	 	 0.4554	18.176	 0.017	 11.10	  	289.847350	+52.075161
